cust_id,target,tag
id00566847,0.6716371547921715,1
id00572273,0.6714650746361982,1
id00510804,0.6713296036880861,1
id00556860,0.6712337452629514,1
id00572453,0.6709937422562184,1
id00560296,0.6706477195645558,1
id00615552,0.6705594391767221,1
id00709895,0.6704760243207796,1
id00586107,0.6704166218340967,1
id00658174,0.6702001319689913,1
id00602432,0.670192543889395,1
id00606005,0.6701853488278176,1
id00572328,0.6701547095782595,1
id00503001,0.6700764419943138,1
id00579769,0.6700564799360509,1
id00560198,0.6698751852457264,1
id00603685,0.6698673892184404,1
id00520255,0.6695494699569615,1
id00603591,0.6695288708782517,1
id00570968,0.6695222343307599,1
id00605793,0.6693194955394439,1
id00567443,0.6691718458249937,1
id00556327,0.6690093693001705,1
id00580084,0.6688402627114772,1
id00591617,0.6687909454868332,1
id00583234,0.6687356198871366,1
id00580566,0.6686833041467034,1
id00605387,0.6684780894707927,1
id00736956,0.6684509567007146,1
id00608034,0.6683390772895781,1
id00594855,0.6682661910151075,1
id00732580,0.6681687667725607,1
id00665010,0.668158253156956,1
id00581763,0.6681481444174097,1
id00676608,0.6679123126901393,1
id00593958,0.667815239934842,1
id00595313,0.6677353658835228,1
id00568589,0.6675273115243229,1
id00668184,0.6674783877440825,1
id00641916,0.6671815852039695,1
id00591342,0.6671491928196636,1
id00592338,0.6670597382112543,1
id00721648,0.6669011510462667,1
id00608208,0.6668444307942295,1
id00686321,0.6668295298011705,1
id00685005,0.6666751230218453,1
id00569081,0.666639511692141,1
id00615963,0.6666215147950532,1
id00608742,0.666548007422352,1
id00567920,0.6664866174677851,1
id00552026,0.6664721831159043,1
id00582740,0.6664514507277398,1
id00579700,0.6664046493514931,1
id00730221,0.6663463779678732,1
id00534241,0.6662571709419086,1
id00605711,0.6661222701349225,1
id00568313,0.6661141531947895,1
id00568185,0.6659131749922801,1
id00700366,0.66585949975597,1
id00583271,0.665800186887592,1
id00568804,0.665772415748497,1
id00596241,0.6657397623836577,1
id00653855,0.6657001294791407,1
id00725678,0.6656773745790762,1
id00656919,0.6655706332080629,1
id00603245,0.6655421524256315,1
id00557098,0.665334960636166,1
id00615435,0.6652912357543666,1
id00603801,0.6652176756090608,1
id00567829,0.665177366586787,1
id00599959,0.6651499638528343,1
id00607917,0.6650901576064495,1
id00596621,0.6650782076604036,1
id00603152,0.6650462112328211,1
id00567299,0.665043603879621,1
id00540695,0.6649043034626202,1
id00579871,0.66483098791131,1
id00606640,0.6648268159576888,1
id00671898,0.6647932483659099,1
id00556796,0.6647333579226121,1
id00611908,0.6646570387422869,1
id00609210,0.6646534387347702,1
id00567853,0.6645274463849924,1
id00559024,0.6645166055698385,1
id00733518,0.6643974285451502,1
id00658327,0.6643397198406354,1
id00579994,0.6643083801759605,1
id00568995,0.6642101266464917,1
id00572657,0.6640455653414978,1
id00682530,0.6639816273383617,1
id00566811,0.6637861316641704,1
id00680636,0.6635722447214868,1
id00555698,0.6635222692219367,1
id00653418,0.6634590701325653,1
id00615960,0.663339809506904,1
id00684867,0.6632477870938006,1
id00508353,0.6631073701881499,1
id00556174,0.6629966630977772,1
id00583633,0.6629625124403048,1
id00580243,0.6628881740602105,1
id00615396,0.6627956688882569,1
id00569529,0.6627816379921879,1
id00584274,0.6626835678681687,1
id00570562,0.6626410761803676,1
id00683561,0.6626280096201841,1
id00592976,0.6625304294369013,1
id00593856,0.6624346688641697,1
id00579921,0.6623826029054486,1
id00595468,0.6623452250321781,1
id00632993,0.6623356321991192,1
id00584949,0.6623246513084103,1
id00698243,0.6621573955987154,1
id00539832,0.6620910090139638,1
id00571785,0.6620341929312302,1
id00608690,0.6619361436695137,1
id00579876,0.6619000027672711,1
id00615333,0.6618686631614737,1
id00584953,0.6616613137273656,1
id00605077,0.6616448905922863,1
id00582066,0.6615695874252677,1
id00740750,0.6614830067438277,1
id00572048,0.6613713655888983,1
id00595164,0.6613203881023125,1
id00653560,0.6613183170957533,1
id00731891,0.6613030315674494,1
id00570875,0.6612124949850609,1
id00583306,0.6611037030698081,1
id00607925,0.661056893844011,1
id00584018,0.660843086004252,1
id00580360,0.6606036513652008,1
id00611340,0.6605703777979594,1
id00720425,0.6605502831394646,1
id00724668,0.6604404105432098,1
id00570252,0.660376927749394,1
id00608940,0.6603166219606165,1
id00592341,0.6602913754292042,1
id00603250,0.6601923830798561,1
id00567304,0.660123677040963,1
id00569409,0.6600933254328707,1
id00593716,0.6599092140680507,1
id00582234,0.6598542004876272,1
id00571441,0.6598245567640003,1
id00606887,0.6593831943032614,1
id00500345,0.6593248216752202,1
id00523033,0.6592753955004621,1
id00583000,0.6591627648717062,1
id00557563,0.6590035570900215,1
id00560350,0.6589415663209406,1
id00584343,0.6588891615919327,1
id00681046,0.6588292828379071,1
id00605289,0.6587812529204808,1
id00584539,0.6586875184590006,1
id00615524,0.6586739214147775,1
id00590010,0.658580018526971,1
id00504962,0.658515641393299,1
id00543277,0.6585025032041194,1
id00592806,0.6582162341844069,1
id00568631,0.6582063051157759,1
id00580218,0.6580448437941697,1
id00569266,0.657919221242189,1
id00555359,0.6578916260064966,1
id00581872,0.6578760815701655,1
id00678176,0.6578240301530421,1
id00558312,0.6577508282711165,1
id00605844,0.6574666316512885,1
id00581848,0.6573833087719657,1
id00732936,0.6571691285766493,1
id00723769,0.6565586963846491,1
id00580808,0.6564814904831011,1
id00559407,0.656454584873872,1
id00582072,0.6562237565642036,1
id00608020,0.6560459344110847,1
id00608714,0.6558759585213982,1
id00555434,0.6557903215298277,1
id00608348,0.655720064863062,1
id00582045,0.6557057713593073,1
id00567391,0.6555421920638976,1
id00559429,0.6554952864759652,1
id00611674,0.6554841237596261,1
id00595618,0.6551907721213627,1
id00671460,0.655180805430397,1
id00603883,0.6549761723927096,1
id00580394,0.6548025662297611,1
id00720800,0.6546484445291358,1
id00581326,0.6545885804299141,1
id00701210,0.654297371625084,1
id00577613,0.6542880528463261,1
id00608285,0.6542245871179819,1
id00567890,0.6541599528251403,1
id00568210,0.6540913258282852,1
id00641383,0.6538767053010083,1
id00650609,0.6538293690473913,1
id00583237,0.6537549904493299,1
id00591518,0.6536283846304951,1
id00673245,0.6535892700864209,1
id00558704,0.6534728075617853,1
id00693004,0.6533444432876243,1
id00551959,0.6533055230751367,1
id00705485,0.6530830958169702,1
id00557298,0.6529879913741199,1
id00555198,0.6528762610434428,1
id00586176,0.6528113211822155,1
id00556070,0.6527538050149942,1
id00615561,0.6527531198926197,1
id00530577,0.6527514552223754,1
id00592077,0.6526132617810626,1
id00557968,0.6526083134036004,1
id00571107,0.6524533956118961,1
id00604919,0.6524479487918138,1
id00564386,0.6523430156866427,1
id00570053,0.6523416295709361,1
id00607275,0.6522809762526988,1
id00615627,0.6520378962768334,1
id00603632,0.6519517746167859,1
id00572585,0.6519109519009458,1
id00566945,0.6518960187594147,1
id00558933,0.6518273481830527,1
id00635584,0.6517486289662461,1
id00615317,0.651734905249548,1
id00645604,0.6514892743045146,1
id00591860,0.6514706411118685,1
id00555012,0.651455412837584,1
id00605070,0.6513214218564801,1
id00595173,0.6513008303116924,1
id00568330,0.6512183386374514,1
id00608721,0.6510621092816007,1
id00591140,0.6510401210641199,1
id00582025,0.6510211506930219,1
id00584719,0.6510141166640512,1
id00644663,0.651011983968112,1
id00556448,0.6509502888020385,1
id00569091,0.6509148925957052,1
id00604236,0.6509117717641788,1
id00569371,0.6508927862060987,1
id00597043,0.650888755879983,1
id00581736,0.6508438671650674,1
id00607758,0.6507902239599714,1
id00659902,0.6507324286464794,1
id00660940,0.6506696317870503,1
id00595729,0.6506565052720963,1
id00569325,0.6505753013938089,1
id00517902,0.6505325884506703,1
id00580574,0.650444890997116,1
id00570532,0.6504086683874752,1
id00582914,0.6503781412019529,1
id00566972,0.6502419995575399,1
id00579073,0.650222765280781,1
id00604677,0.6502171452926908,1
id00559990,0.6499813057410696,1
id00568287,0.6499681944525263,1
id00608167,0.6497935210999634,1
id00523762,0.6497821380896305,1
id00556584,0.6496609704813449,1
id00573607,0.6496474736484408,1
id00591736,0.6492718472256521,1
id00567197,0.6491818650509115,1
id00603211,0.6491587974393744,1
id00696008,0.6491252771442306,1
id00545284,0.6488987342081532,1
id00640572,0.6487780202997289,1
id00595918,0.648725141781672,1
id00604451,0.6486938121849136,1
id00569188,0.6485494550579568,1
id00738941,0.6484681104011384,1
id00580593,0.6478258276410271,1
id00579472,0.6477746860137651,1
id00584130,0.6476958659957708,1
id00608875,0.6476956888721771,1
id00579193,0.647663614815184,1
id00557836,0.6476627963569461,1
id00579898,0.6475332138438099,1
id00538470,0.6474794243437663,1
id00606818,0.647347810175718,1
id00569639,0.6470906109319049,1
id00538672,0.6469995047730606,1
id00555228,0.6469079004263221,1
id00557598,0.6468930854896477,1
id00580852,0.6468709285549881,1
id00583719,0.6468094811421438,1
id00720940,0.6465834114006523,1
id00653413,0.646564514486341,1
id00584765,0.6465494850088531,1
id00566610,0.6463088775185536,1
id00567453,0.6462946244982,1
id00531508,0.6462591999426489,1
id00732695,0.6461807632521059,1
id00553479,0.6461024270347125,1
id00570276,0.6460766810103643,1
id00717463,0.6460529785545122,1
id00604752,0.646049201713672,1
id00608181,0.6460474708385159,1
id00595770,0.6460160691619937,1
id00555870,0.6460116528636306,1
id00634482,0.6459998346176525,1
id00607623,0.6458976147059141,1
id00580042,0.6457827186873278,1
id00595148,0.6457362237805019,1
id00615726,0.6457340895564235,1
id00660715,0.6456888387588161,1
id00581125,0.6456660700549337,1
id00543216,0.6454871134321352,1
id00568131,0.6452294309293778,1
id00595848,0.6451607369011989,1
id00608239,0.6451436454899996,1
id00678923,0.645077415048632,1
id00630318,0.645029514970993,1
id00537690,0.6449636653853786,1
id00740037,0.6446014405728485,1
id00721961,0.6444573119832079,1
id00570165,0.6443841132302442,1
id00688349,0.6443622071717247,1
id00582499,0.6442628292460907,1
id00578716,0.6440896296695113,1
id00640071,0.6440314487591577,1
id00543959,0.6440200280691457,1
id00607732,0.6439633977795238,1
id00606916,0.643773969597298,1
id00569404,0.643701216979239,1
id00567164,0.6435354407040297,1
id00659729,0.6434805374880158,1
id00559447,0.64344199455529,1
id00540439,0.643317366023257,1
id00604627,0.6432641030212969,1
id00572402,0.6431734805003715,1
id00594690,0.643126072373945,1
id00502708,0.6430642172200749,1
id00581824,0.6430615121956852,1
id00568124,0.6430094156023741,1
id00555376,0.6429898522856817,1
id00581728,0.6427413413960036,1
id00593582,0.642696324209319,1
id00605100,0.6426210779492155,1
id00567745,0.6425191368948964,1
id00567082,0.6424781065439603,1
id00665183,0.6423883356995335,1
id00571831,0.6423822885445339,1
id00582973,0.6423767860805442,1
id00559606,0.6423477729659939,1
id00555463,0.6423318233787463,1
id00606856,0.6422394147647763,1
id00660978,0.642113554620086,1
id00598291,0.6420397027805989,1
id00557217,0.641845142885466,1
id00583866,0.6417398842858444,1
id00596346,0.6417363626905878,1
id00605695,0.6417041607645458,1
id00582947,0.6415506655939877,1
id00583211,0.6415470345050266,1
id00557883,0.6415441854036387,1
id00677649,0.6415313964101214,1
id00591094,0.6414988434034692,1
id00567177,0.6414933383957376,1
id00595644,0.6413418433053728,1
id00567576,0.6412297191097664,1
id00631707,0.6410362780386114,1
id00549844,0.6410269066700949,1
id00732578,0.6409378118599462,1
id00584174,0.6408704263486376,1
id00546463,0.6408464866863952,1
id00639107,0.6408444672562931,1
id00615313,0.6408250614118428,1
id00729189,0.6405326560797838,1
id00615640,0.6404363732816689,1
id00515363,0.6403909214549185,1
id00591957,0.6403249852803002,1
id00608911,0.6402742352399763,1
id00579754,0.640214541521714,1
id00609766,0.6401648865323881,1
id00582471,0.6401579741686535,1
id00582242,0.6401512305213286,1
id00609066,0.6399270113482086,1
id00533355,0.6397173902632391,1
id00557908,0.6396056010763707,1
id00679097,0.639376451147549,1
id00595212,0.6393252515739819,1
id00723449,0.6392576600213131,1
id00521046,0.6392427324950662,1
id00526071,0.6392013379763718,1
id00580206,0.6391409656795407,1
id00568235,0.6390873736301479,1
id00555574,0.6390098587643795,1
id00570695,0.638911852755719,1
id00608091,0.6386262409527198,1
id00558096,0.6385142588848658,1
id00592436,0.6384630384994899,1
id00605534,0.6383053175030948,1
id00570684,0.6382965987335376,1
id00620511,0.6382473357566065,1
id00592507,0.6382465585975775,1
id00591323,0.6382244748630285,1
id00626197,0.6381986038351808,1
id00570279,0.6381540042515321,1
id00519930,0.6381091397684583,1
id00615978,0.6381082883883413,1
id00571516,0.6380670539342748,1
id00570725,0.6380357947293723,1
id00581992,0.637886920199173,1
id00721186,0.6378599357670988,1
id00571926,0.6378180685103219,1
id00553901,0.6377343967758665,1
id00603362,0.6376657568969131,1
id00555236,0.637646882006074,1
id00581450,0.6375465476462635,1
id00579961,0.6371627051362314,1
id00608164,0.6370212286392595,1
id00633004,0.6369380162196052,1
id00591201,0.6366584730918144,1
id00568229,0.6365444369540472,1
id00582928,0.63642263892891,1
id00580186,0.6363658670337499,1
id00568859,0.6362488846083462,1
id00593904,0.6362114508506913,1
id00608757,0.6361902717279839,1
id00707130,0.6359002856519835,1
id00557422,0.6357766750532827,1
id00696146,0.6357026222929659,1
id00558164,0.6356189233625124,1
id00611936,0.6354359307686257,1
id00649510,0.6350407968585546,1
id00584270,0.6349889104369105,1
id00607137,0.6349609551322082,1
id00537177,0.6349298635317107,1
id00605392,0.6347215043308471,1
id00558066,0.6345459642851791,1
id00538889,0.6343873668649054,1
id00737594,0.6343256146948544,1
id00581671,0.634281140719655,1
id00749469,0.6340812793660164,1
id00713255,0.6340167807804692,1
id00570336,0.6339058929885307,1
id00528432,0.6338698687443185,1
id00571725,0.6338645830970392,1
id00605421,0.6338160655568689,1
id00580563,0.6337572481738922,1
id00593172,0.6337368596821196,1
id00534544,0.633723012024667,1
id00670085,0.6337162283419726,1
id00631100,0.6337106056449167,1
id00607198,0.6337006603462927,1
id00566861,0.6336450298903937,1
id00524374,0.6335228300588869,1
id00556124,0.6334064508603189,1
id00608869,0.6331979162246468,1
id00606497,0.6331816362309375,1
id00556691,0.633174191507741,1
id00592562,0.633112087910695,1
id00579880,0.6330737628455437,1
id00598969,0.6330351209581303,1
id00593633,0.6325860183310965,1
id00571705,0.6325647737708622,1
id00603783,0.6324220643269324,1
id00580039,0.632415566775731,1
id00568968,0.6324145864541154,1
id00558404,0.6323537314952037,1
id00708019,0.6322528642793425,1
id00567364,0.6321760576439722,1
id00557514,0.6321336230060096,1
id00606959,0.632118435645359,1
id00592692,0.6319253328021105,1
id00696444,0.6318484671531619,1
id00541702,0.6317026806465232,1
id00603689,0.6316398073622513,1
id00556512,0.6314992510663053,1
id00580415,0.6313489678505303,1
id00555598,0.6310601261717864,1
id00560048,0.6310261520372497,1
id00537789,0.6310241782936886,1
id00572209,0.6309774120946788,1
id00661515,0.6309590702255652,1
id00581412,0.6308704463426645,1
id00696573,0.6308179704053158,1
id00737588,0.630753820605031,1
id00558563,0.6307331718478957,1
id00655681,0.6306907608595973,1
id00581291,0.630626821927292,1
id00605113,0.6303508163588136,1
id00621872,0.6302607245466312,1
id00740765,0.6302040382174203,1
id00604165,0.6301935601732802,1
id00566962,0.6300460243966024,1
id00596169,0.6300372970564297,1
id00579207,0.6297367999529963,1
id00595747,0.6296924497155495,1
id00569935,0.6296643220235537,1
id00579435,0.6296275469402596,1
id00643356,0.6293852923961919,1
id00719597,0.6293471026219024,1
id00615780,0.6293397929061738,1
id00568433,0.6293180159772431,1
id00580533,0.6293075613644458,1
id00605631,0.6292582446869506,1
id00551282,0.6292549508888235,1
id00592605,0.6292192758288762,1
id00579259,0.6291741247097012,1
id00609101,0.6291208206053366,1
id00723147,0.6290374780453163,1
id00594798,0.6289786154484295,1
id00555161,0.6288642527265567,1
id00591994,0.6288230956646205,1
id00749009,0.6287045144848181,1
id00569917,0.6287007988359292,1
id00579087,0.6286165557889778,1
id00527110,0.6286116457736849,1
id00570300,0.6286045743075327,1
id00651155,0.6285917793749077,1
id00572103,0.6285689407409617,1
id00571621,0.6285600798963965,1
id00568921,0.6285456657552422,1
id00595714,0.6282132900308923,1
id00572308,0.6281527037332084,1
id00606057,0.6280165365171138,1
id00592288,0.6279349620301925,1
id00572049,0.6277681192152965,1
id00586765,0.6277580106357276,1
id00584658,0.6277490929703825,1
id00597931,0.6275365347657477,1
id00559848,0.6274340919679511,1
id00604265,0.6272927184684769,1
id00575859,0.6272212562978445,1
id00592072,0.6271488649307773,1
id00700093,0.6270607216835965,1
id00591257,0.6270410099686278,1
id00603382,0.6270384479165183,1
id00568137,0.6267614821459779,1
id00594964,0.6266803467479211,1
id00571600,0.6263075367735249,1
id00656350,0.6262519565959617,1
id00603725,0.6261469749946378,1
id00580058,0.6261219501342186,1
id00606485,0.625757440001073,1
id00568298,0.6257221949026996,1
id00540423,0.6256972278694255,1
id00579076,0.6256576605705866,1
id00548249,0.6255994975001021,1
id00608832,0.6255906310332706,1
id00616213,0.6254462264049929,1
id00728083,0.625316591143751,1
id00604554,0.625088997330204,1
id00571077,0.6250445864989571,1
id00604829,0.62485871196829,1
id00594288,0.6248391429896859,1
id00500036,0.6247722671420919,1
id00604341,0.6246843360486866,1
id00728664,0.6246218486866887,1
id00641286,0.6245846409676382,1
id00593116,0.6245829353782278,1
id00605022,0.6245569041042793,1
id00593461,0.6245532857379056,1
id00559783,0.6245268563728658,1
id00606529,0.624474522201098,1
id00592333,0.6244665064339289,1
id00615867,0.6244087785371505,1
id00545407,0.6242396181528314,1
id00557145,0.6241997871658758,1
id00583813,0.6241333339113517,1
id00710160,0.6241252899267613,1
id00591930,0.6241048950996806,1
id00555889,0.6239140085295916,1
id00571959,0.6238215403185191,1
id00574935,0.6237446967384024,1
id00567140,0.6237050203929296,1
id00572762,0.6235940278239172,1
id00611264,0.623564567897009,1
id00596025,0.6235529563560005,1
id00550152,0.6235094953590246,1
id00580945,0.6234814854239012,1
id00631914,0.6234115673664783,1
id00593103,0.6232911446912227,1
id00595643,0.6232723932075611,1
id00605220,0.623163281066036,1
id00594174,0.6231559485405547,1
id00537401,0.6230552841067242,1
id00593800,0.62304939590135,1
id00604707,0.6229928002513512,1
id00686801,0.6229414410621993,1
id00681484,0.6229118258515302,1
id00614644,0.6229051130142919,1
id00607518,0.6228838321227945,1
id00698423,0.6228753991681772,1
id00596491,0.6228648715607208,1
id00651895,0.6228607423938829,1
id00592551,0.622838712571457,1
id00704968,0.6227765164693483,1
id00557975,0.6226380851652137,1
id00569102,0.6225783139680795,1
id00635109,0.6225621556601485,1
id00637278,0.6225114340591211,1
id00593318,0.6224796317102269,1
id00606758,0.6224210217594248,1
id00614758,0.6223496632670432,1
id00597171,0.6223254776058842,1
id00584403,0.6222837243354042,1
id00609083,0.6220209056956154,1
id00592798,0.6219995124474609,1
id00581191,0.6219790814726416,1
id00604878,0.6218747421721539,1
id00607877,0.6218329403705373,1
id00603194,0.6218108278911338,1
id00575508,0.6217994872838213,1
id00609063,0.6215472765798377,1
id00570543,0.6215171439203118,1
id00558602,0.6215157174938817,1
id00701466,0.6215051604869497,1
id00581299,0.6214209810951131,1
id00579676,0.621256497564061,1
id00728163,0.6211761122807105,1
id00749655,0.6211454671766541,1
id00558544,0.6209810565154917,1
